,coin_code,exchange_code,name,name_zh,pair1,pair2,price,vol,volume,accounting,update_time,logo,price_usd,symbol_pair,exchange_url,is_focus,type,exclude,ads,adpairs,exrank,url,tickerid,open_interest,open_interest_ratio,showkline,changerate
17,zencash,bituan,Bituan,币团,ZEN,USDT,99.1484,176423.134,17492071.46,5.76,刚刚,https://s2.feixiaoquan.com/logo/2/bituan.png?x-oss-process=style/ex_72_webp&v=1591673036,99.1484,zen_usdt,,0,0,0,[],[],7,,bituan_zen_usdt,0.0,0.0,0.0,3.71
18,zencash,ztcom,ZT,,ZEN,USDT,99.14,116546.0721,11554377.59,3.8,刚刚,https://s2.feixiaoquan.com/logo/2/ztcom.png?x-oss-process=style/ex_72_webp&v=1615877300,99.14,zen_usdt,,0,0,0,[],[],7,,ztcom_zen_usdt,0.0,0.0,0.0,1.0
19,zencash,shuzibi,DigiFinex,,ZEN,USDT,99.362,98590.3213,9796131.51,3.24,刚刚,https://s2.feixiaoquan.com/logo/2/shuzibi.png?x-oss-process=style/ex_72_webp&v=1593328236,99.362,zen_usdt,,0,0,0,[],[],7,,shuzibi_zen_usdt,0.0,0.0,0.0,0.78
20,zencash,hitbtc,HitBTC,,ZEN,USD,98.94635,74444.17,7365978.9,2.42,刚刚,https://s2.feixiaoquan.com/logo/2/hitbtc.png?x-oss-process=style/coin_36_webp,98.9464,zen_usd,,0,0,0,[],[],7,,hitbtc_zen_usd,0.0,0.0,0.0,2.98
21,zencash,hitbtc,HitBTC,,ZEN,BTC,0.002534,66832.09,6628984.16,2.18,刚刚,https://s2.feixiaoquan.com/logo/2/hitbtc.png?x-oss-process=style/coin_36_webp,99.1886,zen_btc,,0,0,0,[],[],7,,hitbtc_zen_btc,0.0,0.0,0.0,0.4
22,zencash,xt,XT.COM,,ZEN,USDT,99.321,62255.548,6183283.28,2.03,刚刚,https://s2.feixiaoquan.com/logo/2/xt.png?x-oss-process=style/coin_36_webp,99.321,zen_usdt,,0,0,0,[],[],6,,xt_zen_usdt,0.0,0.0,0.0,-0.6
23,zencash,gate-io,gate.io,芝麻开门,ZEN,USDT,99.36,34708.6192,3448648.4,1.13,刚刚,https://s2.feixiaoquan.com/logo/2/gate-io.png?x-oss-process=style/coin_36_webp,99.36,zen_usdt,,0,0,0,[],[],8,,gate-io_zen_usdt,0.0,0.0,0.0,3.18
24,zencash,loex,LOEX,雷盾,ZEN,USDT,99.25,12989.47,1289204.9,0.42,刚刚,https://s2.feixiaoquan.com/logo/2/loex_72.webp?v=1576483090,99.25,zen_usdt,,0,0,0,[],[],7,,loex_zen_usdt,0.0,0.0,0.0,1.09
25,zencash,hoo,Hoo,虎符,ZEN,USDT,98.9571,11990.312,1186526.5,0.39,1分钟前,https://s2.feixiaoquan.com/logo/2/hoo.png?x-oss-process=style/ex_72_webp&v=1597221468,98.9571,zen_usdt,,0,0,0,[],[],7,,hoo_zen_usdt,0.0,0.0,0.0,-1.16
26,zencash,aex,AEX,安银(AEX),ZEN,USDT,98.01,11009.0776,1078999.7,0.36,9分钟前,https://s2.feixiaoquan.com/logo/2/aex.png?x-oss-process=style/ex_72_webp&v=1595212803,98.01,zen_usdt,,0,0,0,[],[],6,,aex_zen_usdt,0.0,0.0,0.0,-2.59
27,zencash,bkex,BKEX,,ZEN,USDT,99.27,10504.1215,1042744.14,0.34,刚刚,https://s2.feixiaoquan.com/logo/2/bkex.png?x-oss-process=style/ex_72_webp&v=1587708422,99.27,zen_usdt,,0,0,0,[],[],6,,bkex_zen_usdt,0.0,0.0,0.0,4.47
28,zencash,bbkx,BBKX,,ZEN,USDT,99.08,10152.4587,1005905.61,0.33,刚刚,https://s2.feixiaoquan.com/logo/2/bbkx.png?x-oss-process=style/coin_36_webp,99.08,zen_usdt,,0,0,0,[],[],4,,bbkx_zen_usdt,0.0,0.0,0.0,1.05
29,zencash,btuex,BitMec,,ZEN,USDT,99.22,9956.5621,987890.09,0.32,刚刚,https://s2.feixiaoquan.com/logo/2/btuex.png?x-oss-process=style/ex_72_webp&v=1615773159,99.22,zen_usdt,,0,0,0,[],[],6,,btuex_zen_usdt,0.0,0.0,0.0,1.19
30,zencash,zdcoin,支点(Zhidian.io),支点(Zhidian.io),ZEN,USDT,99.16,9957.8243,987417.86,0.32,刚刚,https://s2.feixiaoquan.com/logo/2/zdcoin.png?x-oss-process=style/ex_72_webp&v=1590030323,99.16,zen_usdt,,0,0,0,[],[],5,,zdcoin_zen_usdt,0.0,0.0,0.0,1.13
31,zencash,bione,Bione,,ZEN,USDT,99.16,9957.8243,987417.86,0.33,刚刚,https://s2.feixiaoquan.com/logo/2/bione_72.webp?v=1584520181,99.16,zen_usdt,,0,0,0,[],[],6,,bione_zen_usdt,0.0,0.0,0.0,1.13
32,zencash,bibull,BiBull,币牛BiBull,ZEN,USDT,99.16,9957.8243,987417.86,0.32,刚刚,https://s2.feixiaoquan.com/logo/2/bibull.png?x-oss-process=style/ex_72_webp&v=1588930726,99.16,zen_usdt,,0,0,0,[],[],5,,bibull_zen_usdt,0.0,0.0,0.0,1.13
33,zencash,ffexpro,FFEX,法拉第,ZEN,USDT,99.08,9952.4152,986085.3,0.33,刚刚,https://s2.feixiaoquan.com/logo/2/ffexpro.png?x-oss-process=style/coin_36_webp,99.08,zen_usdt,,0,0,0,[],[],5,,ffexpro_zen_usdt,0.0,0.0,0.0,1.05
34,zencash,kucoin,KuCoin,库币（KuCoin）,ZEN,USDT,99.069,9759.6983,966883.55,0.32,刚刚,https://s2.feixiaoquan.com/logo/2/kucoin.png?x-oss-process=style/ex_72_webp&v=1610522133,99.069,zen_usdt,,0,0,0,[],[],8,,kucoin_zen_usdt,0.0,0.0,0.0,3.1
35,zencash,bithumbpro,Bithumb Global,,ZEN,USDT,99.11,8830.7818,875218.78,0.29,刚刚,https://s2.feixiaoquan.com/logo/2/bithumbpro.png?x-oss-process=style/coin_36_webp,99.11,zen_usdt,,0,0,0,[],[],5,,bithumbpro_zen_usdt,0.0,0.0,0.0,1.96
36,zencash,mexc,MXC,抹茶（MXC）,ZEN,USDT,98.19,5920.401,581324.17,0.19,刚刚,https://s2.feixiaoquan.com/logo/2/mexc.png?x-oss-process=style/coin_36_webp,98.19,zen_usdt,,0,0,0,[],[],8,https://www.mxc.io/,mexc_zen_usdt,0.0,0.0,0.0,3.42
37,zencash,tokok,TOKOK,,ZEN,USDT,99.36,5166.8453,513377.75,0.17,1分钟前,https://s2.feixiaoquan.com/logo/2/tokok.png?x-oss-process=style/coin_36_webp,99.36,zen_usdt,,0,0,0,[],[],5,,tokok_zen_usdt,0.0,0.0,0.0,0.0
38,zencash,bikicoin,BiKi,,ZEN,USDT,99.38,4906.3868,487596.72,0.16,刚刚,https://s2.feixiaoquan.com/logo/2/bikicoin_72.webp?v=1584932151,99.38,zen_usdt,,0,0,0,[],[],7,,bikicoin_zen_usdt,0.0,0.0,0.0,1.17
39,zencash,lhang,LBank,,ZEN,USDT,99.3031,4387.05,435647.66,0.14,刚刚,https://s2.feixiaoquan.com/logo/2/lhang.png?x-oss-process=style/coin_36_webp,99.3031,zen_usdt,,0,0,0,[],[],6,,lhang_zen_usdt,0.0,0.0,0.0,0.54
40,zencash,aofex,AOFEX,A网(AOFEX),ZEN,AQ,638.099,2958.969,295442.69,0.1,刚刚,https://s2.feixiaoquan.com/logo/2/aofex.png?x-oss-process=style/coin_36_webp,99.8465,zen_aq,,0,0,0,[],[],8,,aofex_zen_aq,0.0,0.0,0.0,-0.99
41,zencash,aofex,AOFEX,A网(AOFEX),ZEN,USDT,99.292,2762.456,274289.78,0.09,刚刚,https://s2.feixiaoquan.com/logo/2/aofex.png?x-oss-process=style/coin_36_webp,99.292,zen_usdt,,0,0,0,[],[],8,,aofex_zen_usdt,0.0,0.0,0.0,-0.53
42,zencash,hitbtc,HitBTC,,ZEN,ETH,0.035605,1584.25,156417.22,0.05,刚刚,https://s2.feixiaoquan.com/logo/2/hitbtc.png?x-oss-process=style/coin_36_webp,98.7327,zen_eth,,0,0,0,[],[],7,,hitbtc_zen_eth,0.0,0.0,0.0,-4.23
43,zencash,zbg,ZBG,,ZEN,USDT,99.28,644.558,63991.72,0.02,刚刚,https://s2.feixiaoquan.com/logo/2/zbg.png?x-oss-process=style/coin_36_webp,99.28,zen_usdt,,0,0,0,[],[],7,,zbg_zen_usdt,0.0,0.0,0.0,4.06
44,zencash,cointiger,CoinTiger,币虎（CoinTiger）,ZEN,USDT,99.602,597.961162,59558.13,0.02,1分钟前,https://s2.feixiaoquan.com/logo/2/cointiger_72.webp?v=1582084026,99.602,zen_usdt,,0,0,0,[],[],6,,cointiger_zen_usdt,0.0,0.0,0.0,4.36
45,zencash,jbexcom,Jubi,聚币,ZEN,USDT,99.235,488.633,48489.5,0.02,刚刚,https://s2.feixiaoquan.com/logo/2/jbexcom.png?x-oss-process=style/ex_72_webp&v=1588909042,99.235,zen_usdt,,0,0,0,[],[],6,,jbexcom_zen_usdt,0.0,0.0,0.0,0.38
46,zencash,hotbit,Hotbit,,ZEN,USDT,99.4012,381.943,37965.59,0.01,刚刚,https://s2.feixiaoquan.com/logo/2/hotbit.png?x-oss-process=style/ex_72_webp&v=1585819031,99.4012,zen_usdt,,0,0,0,[],[],5,,hotbit_zen_usdt,0.0,0.0,0.0,2.8
47,zencash,hotbit,Hotbit,,ZEN,ETH,0.035703,371.059,35994.86,0.01,刚刚,https://s2.feixiaoquan.com/logo/2/hotbit.png?x-oss-process=style/ex_72_webp&v=1585819031,97.0058,zen_eth,,0,0,0,[],[],5,,hotbit_zen_eth,0.0,0.0,0.0,-3.15
48,zencash,hotbit,Hotbit,,ZEN,BTC,0.002535,374.238,35975.41,0.01,刚刚,https://s2.feixiaoquan.com/logo/2/hotbit.png?x-oss-process=style/ex_72_webp&v=1585819031,96.1298,zen_btc,,0,0,0,[],[],5,,hotbit_zen_btc,0.0,0.0,0.0,0.0
49,zencash,tokok,TOKOK,,ZEN,BTC,0.002541,172.8881,17203.82,0.01,3分钟前,https://s2.feixiaoquan.com/logo/2/tokok.png?x-oss-process=style/coin_36_webp,99.5084,zen_btc,,0,0,0,[],[],5,,tokok_zen_btc,0.0,0.0,0.0,0.0
50,zencash,tnex,TNEX,铁牛（TNEX）,ZEN,USDT,99.2213,220212.4057,21849761.17,0.0,1分钟前,https://s2.feixiaoquan.com/logo/2/tnex.png?x-oss-process=style/ex_72_webp&v=1611913128,99.2213,zen_usdt,,0,0,1,[],[],4,,tnex_zen_usdt,0.0,0.0,0.0,0.91
51,zencash,wenx,WenX,,ZEN,USDT,98.6631,185632.083,18315036.77,0.0,刚刚,https://s2.feixiaoquan.com/logo/2/wenx.png?x-oss-process=style/ex_72_webp&v=1590743688,98.6631,zen_usdt,,0,0,1,[],[],0,,wenx_zen_usdt,0.0,0.0,0.0,1.5
52,zencash,ukexpro,UKEX Global,UKEX全球站,ZEN,USDT,98.703,185467.832,18306231.42,0.0,刚刚,https://s2.feixiaoquan.com/logo/2/allcoin.png?x-oss-process=style/ex_72_webp&v=1602210916,98.703,zen_usdt,,0,0,1,[],[],0,,ukexpro_zen_usdt,0.0,0.0,0.0,-0.96
53,zencash,watercoin,ZHENBI,,ZEN,USDT,98.6132,185445.011,18287325.96,0.0,刚刚,https://s2.feixiaoquan.com/logo/2/watercoin.png?x-oss-process=style/ex_72_webp&v=1618397051,98.6132,zen_usdt,,0,0,1,[],[],0,,watercoin_zen_usdt,0.0,0.0,0.0,-1.05
54,zencash,gaeaex,GaeaEx,盖亚,ZEN,USDT,98.6132,185445.011,18287325.96,0.0,刚刚,https://s2.feixiaoquan.com/logo/2/gaeaex.png?x-oss-process=style/ex_72_webp&v=1620376441,98.6132,zen_usdt,,0,0,1,[],[],0,,gaeaex_zen_usdt,0.0,0.0,0.0,-1.05
55,zencash,tab,TAB Grape,TAB葡萄,ZEN,USDT,98.6132,185413.86,18284254.06,0.0,刚刚,https://s2.feixiaoquan.com/logo/2/1572316516571_72.webp?v=1581901493,98.6132,zen_usdt,,0,0,1,[],[],0,,tab_zen_usdt,0.0,0.0,0.0,-1.05
56,zencash,beeex,BeeEx,蜂交所,ZEN,USDT,98.6132,185413.86,18284254.06,0.0,刚刚,https://s2.feixiaoquan.com/logo/2/beeex.png?x-oss-process=style/ex_72_webp&v=1587524769,98.6132,zen_usdt,,0,0,1,[],[],0,,beeex_zen_usdt,0.0,0.0,0.0,-1.05
57,zencash,nutex,Nutex,坚果,ZEN,USDT,98.6132,185413.86,18284254.06,0.0,刚刚,https://s2.feixiaoquan.com/logo/2/nutex.png?x-oss-process=style/coin_36_webp,98.6132,zen_usdt,,0,0,1,[],[],0,,nutex_zen_usdt,0.0,0.0,0.0,-1.05
58,zencash,longbit,LongBit,,ZEN,USDT,99.3739,110271.438,10958102.85,0.0,刚刚,https://s2.feixiaoquan.com/logo/2/longbit.png?x-oss-process=style/coin_36_webp,99.3739,zen_usdt,,0,0,1,[],[],0,,longbit_zen_usdt,0.0,0.0,0.0,0.0
59,zencash,dragonex,DragonEx,龙网,ZEN,BTC,0.002473,51756.4697,5015331.4,0.0,刚刚,https://s2.feixiaoquan.com/logo/2/dragonex.png?x-oss-process=style/coin_36_webp,96.9025,zen_btc,,0,0,1,[],[],0,,dragonex_zen_btc,0.0,0.0,0.0,-2.45
60,zencash,hxexcom,HXEX,,ZEN,USDT,99.22,9956.5621,987890.09,0.0,刚刚,https://s2.feixiaoquan.com/logo/2/1584430054019_72.webp?v=1584432722,99.22,zen_usdt,,0,0,1,[],[],0,,hxexcom_zen_usdt,0.0,0.0,0.0,1.19
61,zencash,hkexone,HKEx.one,,ZEN,USDT,99.16,9957.8243,987417.86,0.0,刚刚,https://s2.feixiaoquan.com/logo/2/hkexone.png?x-oss-process=style/coin_36_webp,99.16,zen_usdt,,0,0,1,[],[],6,,hkexone_zen_usdt,0.0,0.0,0.0,1.13
62,zencash,yb,YIHUO,异火网,ZEN,USDT,99.2,9951.0159,987140.78,0.0,刚刚,https://s2.feixiaoquan.com/logo/2/yb.png?x-oss-process=style/ex_72_webp&v=1621234406,99.2,zen_usdt,,0,0,1,[],[],0,,yb_zen_usdt,0.0,0.0,0.0,1.17
63,zencash,tokeneco,TokenEco,通交所,ZEN,USDT,99.08,9952.4152,986085.3,0.0,刚刚,https://s2.feixiaoquan.com/logo/2/tokeneco.png?x-oss-process=style/coin_36_webp,99.08,zen_usdt,,0,0,1,[],[],4,,tokeneco_zen_usdt,0.0,0.0,0.0,1.05
64,zencash,aus,AUS,澳交所全球,ZEN,USDT,99.08,9952.4152,986085.3,0.0,刚刚,https://s2.feixiaoquan.com/logo/2/aus.png?x-oss-process=style/coin_36_webp,99.08,zen_usdt,,0,0,1,[],[],0,,aus_zen_usdt,0.0,0.0,0.0,1.05
65,zencash,longbit,LongBit,,ZEN,BTC,0.002533,3913.98,388018.09,0.0,1分钟前,https://s2.feixiaoquan.com/logo/2/longbit.png?x-oss-process=style/coin_36_webp,99.1365,zen_btc,,0,0,1,[],[],0,,longbit_zen_btc,0.0,0.0,0.0,0.0
66,zencash,coinex,CoinEx,,ZEN,USDT,99.1365,1058.9168,104977.31,0.0,刚刚,https://s2.feixiaoquan.com/logo/2/coinex.png?x-oss-process=style/coin_36_webp,99.1365,zen_usdt,,0,0,1,[],[],5,,coinex_zen_usdt,0.0,0.0,0.0,3.02
67,zencash,pickcoin,PICKCOIN,,ZEN,USDT,99.09,270.63901,26817.62,0.0,刚刚,https://s2.feixiaoquan.com/logo/2/pickcoin.png?x-oss-process=style/coin_36_webp,99.09,zen_usdt,,0,0,1,[],[],0,,pickcoin_zen_usdt,0.0,0.0,0.0,1.03
68,zencash,coinex,CoinEx,,ZEN,BTC,0.002518,168.706176,16631.01,0.0,刚刚,https://s2.feixiaoquan.com/logo/2/coinex.png?x-oss-process=style/coin_36_webp,98.5797,zen_btc,,0,0,1,[],[],5,,coinex_zen_btc,0.0,0.0,0.0,-0.36
69,zencash,stocks-exchange,STEX,,ZEN,BTC,0.001856,0.032025,2.3419,0.0,3小时前,https://s2.feixiaoquan.com/logo/2/stocks-exchange.png?x-oss-process=style/coin_36_webp,73.1264,zen_btc,,0,0,1,[],[],0,,stocks-exchange_zen_btc,0.0,0.0,0.0,0.02
